cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
8.92,1,2,1,1,0,1,61.4,7.5,55.2,2,3,2,85.8,3,1,0,3,72.5
9.51,3,1,1,0,0,1,92.4,6.8,69.9,0,3,0,57.7,2,1,0,2,68.43
6.78,2,1,0,0,0,1,95.8,7.4,70.9,0,1,0,38.9,1,1,2,3,40.6
7.4,1,1,0,0,1,1,40.5,4.5,43.9,2,3,1,66.8,2,1,0,0,83.05
6.58,1,3,0,1,0,0,69.3,8.2,85.2,2,6,3,80.5,1,1,2,0,50.38
6.54,3,3,1,1,0,0,55.1,7.1,56.9,0,5,0,62.2,2,1,0,0,78.19
6.17,3,3,1,1,0,0,68.9,5.5,58.5,1,1,3,51.9,2,0,0,3,0.0
9.47,5,2,0,1,1,1,77.0,6.0,96.5,1,5,0,78.6,3,1,1,0,61.19
6.98,1,2,1,1,0,1,25.1,4.7,75.1,3,2,1,83.8,3,1,0,0,68.99
5.53,2,2,0,1,1,0,98.6,4.0,76.8,1,6,0,67.6,2,1,1,1,66.32
5.76,0,3,1,1,0,0,33.8,4.8,63.5,0,1,0,41.4,2,0,0,3,0.0
5.21,4,2,1,0,0,0,29.5,7.2,80.7,1,1,0,44.6,1,0,0,3,0.0
5.76,0,3,1,1,0,1,75.5,7.5,89.7,0,3,1,71.7,3,1,0,1,72.38
6.62,4,1,1,0,0,1,80.2,6.8,65.4,3,6,0,100.2,2,1,1,3,55.56
5.43,2,3,1,0,0,0,64.4,6.3,43.3,1,3,0,56.4,1,1,2,0,46.15
7.21,0,1,0,0,0,0,21.8,9.6,68.0,1,5,0,68.4,0,1,2,0,42.45
8.13,4,2,1,0,0,1,76.4,7.1,53.6,1,5,0,72.7,2,1,0,1,82.97
9.27,2,1,1,1,0,0,47.4,4.0,41.5,1,5,3,64.0,2,0,0,3,0.0
5.57,1,3,1,1,1,1,52.5,6.7,59.8,1,1,0,71.8,4,1,0,1,80.06
6.79,2,1,1,1,1,0,38.2,7.3,44.6,0,1,0,55.2,3,1,0,2,80.96
5.11,5,2,1,0,1,0,96.3,4.7,69.4,0,4,0,57.1,2,1,0,1,77.63
5.36,1,2,0,0,1,1,24.1,9.2,89.8,0,1,0,55.0,2,1,0,2,67.09
6.36,0,3,1,0,0,0,18.1,9.7,93.4,1,6,0,79.3,1,1,2,0,40.12
6.98,3,2,0,0,1,1,90.7,9.9,52.5,1,3,1,75.6,2,1,0,3,76.27
5.99,2,1,0,0,0,1,25.5,6.8,42.6,1,3,0,56.1,1,1,2,2,45.29
7.44,2,2,0,0,0,0,51.4,5.7,40.4,1,1,0,28.0,0,0,0,3,0.0
5.52,0,1,0,1,0,0,71.4,6.2,47.5,0,1,0,28.8,1,1,2,3,44.61
7.98,3,1,1,0,1,1,57.2,5.1,56.1,0,2,0,55.9,3,1,0,2,78.84
5.44,4,1,0,1,0,0,40.0,8.9,40.8,1,1,0,49.6,1,1,2,0,41.32
8.54,0,1,1,1,1,1,1.9,8.4,52.5,0,3,0,77.5,4,1,0,2,70.06
9.3,5,2,1,1,0,1,76.0,5.9,64.6,0,5,2,70.7,3,1,1,1,69.73
6.97,5,2,0,1,1,0,20.7,7.0,58.7,1,6,0,82.4,2,1,0,3,78.91
9.06,3,2,1,1,0,1,14.3,7.9,78.5,0,1,0,58.6,3,1,0,3,74.19
9.38,2,3,0,1,1,1,14.7,8.1,96.7,1,1,0,71.0,3,1,0,2,72.66
5.89,5,3,0,0,0,1,23.6,9.7,92.3,0,6,1,65.4,1,1,2,2,45.83
6.26,4,3,1,0,0,1,47.5,9.1,63.0,0,3,0,63.7,2,1,0,1,71.28
8.97,2,3,1,1,1,0,46.9,8.2,95.3,0,4,1,70.7,3,1,1,2,53.83
8.4,4,1,1,0,0,1,29.8,8.7,63.6,0,6,2,73.3,2,1,0,1,76.06
5.84,5,1,1,0,0,0,6.3,6.4,68.4,1,1,0,43.4,1,0,0,3,0.0
8.93,4,1,0,1,0,0,45.8,5.5,85.1,1,2,1,44.6,1,1,2,3,38.45
6.88,3,3,1,1,1,0,55.4,7.1,56.9,2,5,0,92.0,3,1,1,3,60.27
7.56,2,1,0,0,0,1,11.1,4.2,99.7,0,2,0,28.0,1,0,0,3,0.0
9.01,4,2,0,0,0,0,86.1,9.2,40.6,2,2,0,60.7,0,1,2,0,46.96
8.91,1,2,1,0,1,0,53.5,9.2,59.6,3,3,0,96.6,2,1,1,2,74.71
7.69,1,1,0,0,0,0,36.3,6.6,98.6,2,3,0,50.9,0,1,2,0,36.72
6.49,1,3,0,0,1,0,63.5,4.7,44.2,3,5,0,82.7,1,1,2,1,41.95
8.69,3,1,0,0,0,0,11.6,9.0,70.1,0,3,1,39.0,0,0,0,3,0.0
6.44,5,1,1,0,0,0,69.1,5.0,58.6,1,6,0,64.1,1,1,2,1,38.86
8.97,2,1,0,0,1,0,26.1,9.8,84.1,1,3,2,60.8,1,1,2,2,42.47
6.91,0,1,1,0,0,0,14.6,9.6,95.1,2,2,2,72.0,1,1,2,0,49.02
8.1,5,3,1,1,0,0,42.6,9.8,79.5,1,4,0,81.4,2,1,1,0,55.0
9.0,3,1,0,0,1,0,68.4,4.2,81.4,0,2,1,31.2,1,0,0,3,0.0
6.01,3,3,1,0,0,0,84.9,6.4,54.7,2,4,2,65.8,1,1,2,0,43.55
7.73,1,2,1,1,0,0,16.6,9.5,59.7,1,1,0,58.5,2,1,0,0,76.67
6.57,5,3,1,0,1,0,48.7,8.1,55.7,1,5,0,83.5,2,1,0,3,75.99
8.63,3,1,1,1,1,1,60.1,6.0,72.7,0,6,0,83.5,4,1,1,2,63.58
6.78,3,3,1,0,1,0,20.4,5.8,84.9,1,3,2,64.6,2,1,0,0,75.67
7.63,5,2,1,0,0,0,20.6,4.0,42.4,3,5,0,80.4,1,1,2,2,41.48
8.0,0,1,1,1,1,0,34.2,7.9,44.1,2,6,0,107.1,3,1,0,2,74.88
7.92,1,2,0,1,0,0,68.0,5.6,89.7,2,5,0,73.2,1,1,2,2,40.25
6.61,4,2,1,1,0,0,95.3,8.3,95.8,1,6,0,88.1,2,1,1,3,70.86
5.29,2,1,0,1,1,1,58.3,4.7,47.3,2,6,0,95.8,3,1,1,3,62.2
6.67,1,2,1,0,1,0,8.5,6.6,79.5,1,5,1,71.2,2,0,0,3,0.0
9.47,0,2,1,0,1,1,86.2,5.9,91.1,0,6,0,80.1,3,1,0,0,95.59
8.07,3,2,0,1,0,0,10.6,9.0,54.4,0,6,1,65.8,1,1,2,0,43.5
7.01,1,1,1,0,1,0,94.4,5.5,46.0,1,4,0,67.3,2,1,0,1,73.37
6.83,2,2,0,1,1,1,86.5,7.6,82.1,0,3,0,65.7,3,1,0,3,70.03
7.1,2,3,0,0,0,0,6.4,5.9,53.2,1,2,0,33.7,0,0,0,3,0.0
9.82,3,3,1,1,0,1,93.3,7.5,47.6,1,4,1,79.1,3,1,0,2,90.29
6.58,3,1,1,1,0,0,29.8,7.8,49.3,1,4,0,74.6,2,1,0,0,74.13
9.92,2,2,0,0,0,1,42.6,7.4,41.3,0,4,0,50.2,1,0,0,3,0.0
7.53,0,2,1,1,0,0,97.7,5.1,66.7,1,2,0,59.7,2,1,0,2,87.0
9.65,1,3,0,1,1,0,38.7,5.7,58.3,3,2,0,75.5,2,1,0,3,86.15
9.25,3,1,1,1,0,0,59.3,6.9,48.0,0,4,0,56.3,2,1,0,1,68.84
7.0,5,2,0,1,1,0,59.8,8.0,65.2,2,1,0,66.6,2,1,0,3,88.64
8.75,1,2,0,1,1,0,36.0,7.2,83.0,1,6,0,86.3,2,1,0,2,88.66
5.34,4,2,1,0,1,0,82.6,7.3,43.3,3,5,0,96.9,2,1,1,1,65.44
7.57,2,2,1,1,0,0,7.5,6.3,89.2,0,2,0,44.4,2,1,0,3,68.48
7.61,0,1,0,1,0,1,7.9,4.3,41.2,0,4,0,52.2,2,0,0,3,0.0
8.92,1,3,0,1,1,0,53.6,6.9,63.4,2,1,1,65.6,2,1,0,1,90.43
7.74,1,1,1,0,0,0,95.2,8.9,82.5,1,2,0,52.5,1,1,2,0,46.17
6.29,5,1,0,0,0,1,94.5,6.0,74.3,3,1,0,67.4,1,1,2,3,49.04
9.71,0,1,1,0,0,1,74.9,5.3,92.0,3,1,1,66.9,2,1,0,2,73.18
5.3,3,1,0,0,0,0,66.8,4.8,91.1,2,1,1,34.7,0,0,0,3,0.0
5.16,1,1,0,1,1,0,70.5,5.1,85.0,0,3,0,51.8,2,1,0,3,85.74
9.32,1,2,0,1,1,0,71.8,6.2,45.5,1,1,1,51.0,2,1,1,0,55.26
9.48,3,2,1,0,0,0,68.8,5.6,84.2,0,4,1,43.2,1,1,2,3,40.84
8.56,4,2,0,1,0,1,52.2,7.8,87.2,1,1,1,59.5,2,1,1,1,51.74
8.7,3,1,0,1,0,1,46.0,5.3,48.0,3,3,0,80.7,2,1,0,1,89.92
8.58,0,2,0,1,1,0,50.9,4.8,92.0,2,3,1,66.8,2,1,0,3,73.49
8.89,2,3,1,1,0,1,31.3,4.4,82.1,0,4,0,60.0,3,1,0,0,69.13
9.08,0,2,1,1,1,0,10.4,7.4,71.9,1,1,1,67.9,3,1,0,0,74.97
9.45,5,3,1,1,0,0,23.3,7.0,58.6,0,4,0,58.6,2,1,0,3,88.2
8.54,4,2,0,1,1,1,11.4,7.9,90.1,1,4,0,86.8,3,1,1,3,53.78
7.5,2,2,0,0,0,1,22.0,4.6,75.1,1,2,0,43.5,1,0,0,3,0.0
8.25,5,3,1,1,0,0,11.2,4.3,55.4,0,5,0,56.8,2,1,1,3,54.19
7.86,3,2,1,1,0,0,46.4,8.7,76.2,1,6,0,88.4,2,1,1,1,70.77
9.11,1,1,1,1,0,1,98.2,9.5,66.3,0,3,0,69.1,3,1,0,3,94.1
8.92,4,2,1,0,0,1,33.8,9.5,98.9,1,2,0,70.1,2,1,0,2,72.98
8.28,2,3,0,1,1,1,44.9,6.8,44.6,1,6,0,91.1,3,1,1,3,59.08
8.36,1,2,0,0,0,0,72.1,7.1,76.3,1,5,0,52.2,0,1,2,3,43.84
5.94,1,3,0,0,0,1,1.7,4.3,74.4,2,1,0,45.7,1,1,2,1,45.29
6.3,3,1,1,1,0,1,68.9,5.7,81.6,0,1,1,56.7,3,1,0,1,69.19
7.89,5,3,1,1,1,1,5.6,8.5,91.1,0,1,0,69.8,4,1,1,0,55.56
8.87,0,2,0,1,0,0,1.5,9.5,98.6,0,3,0,50.8,1,0,0,3,0.0
8.42,0,3,1,1,0,0,40.5,9.9,57.5,0,2,0,63.0,2,1,0,3,86.32
9.74,0,3,0,1,0,0,68.4,5.1,71.3,1,3,0,46.2,1,1,2,1,39.89
8.98,3,3,0,0,0,0,9.8,5.0,95.4,2,2,0,43.7,0,0,0,3,0.0
6.09,4,1,0,0,0,0,43.1,7.1,48.4,1,1,0,38.2,0,1,2,3,48.85
8.43,2,2,0,1,0,1,91.0,6.3,77.8,1,4,0,71.5,2,1,1,3,57.24
8.69,1,1,0,0,0,1,63.3,8.3,55.4,2,5,0,77.9,1,1,2,0,44.0
9.68,1,3,1,1,0,0,58.0,9.5,50.6,0,1,0,51.2,2,1,1,3,71.09
8.98,2,3,0,1,1,0,29.9,4.6,56.3,2,1,0,54.7,2,1,0,3,79.14
9.53,5,1,0,0,0,0,65.8,8.4,87.2,0,5,1,49.7,0,1,2,2,45.26
6.81,4,3,1,0,0,0,99.6,6.8,89.0,1,3,0,59.3,1,1,2,0,47.74
9.55,4,3,0,1,0,1,27.7,6.7,60.7,0,6,0,66.7,2,1,1,2,66.54
8.81,3,1,0,0,0,0,45.5,7.1,40.4,1,1,0,40.1,0,0,0,3,0.0
9.91,1,3,1,0,0,0,6.9,7.5,75.9,2,4,0,72.0,1,1,2,2,42.06
6.79,3,1,1,1,0,0,91.7,8.8,67.1,2,3,1,82.6,2,1,0,0,78.32
7.32,0,1,1,1,0,1,45.7,4.9,95.8,1,2,1,61.9,3,1,0,0,90.52
7.09,0,2,1,0,1,1,28.5,7.5,46.6,3,4,2,107.1,3,1,0,0,93.89
7.06,2,2,0,1,0,0,22.1,7.2,99.8,2,5,0,74.4,1,1,2,1,38.64
9.4,4,3,1,0,0,0,68.0,9.0,48.8,0,6,1,62.3,1,0,0,3,0.0
8.17,3,3,1,1,0,0,84.4,4.8,71.2,0,4,1,58.5,2,0,0,3,0.0
9.68,1,1,1,1,0,1,85.0,5.7,97.1,0,1,0,56.7,3,1,3,1,118.4
7.51,4,1,0,1,0,0,59.9,6.1,97.2,3,4,0,74.0,1,1,2,3,48.27
7.43,5,3,0,1,0,1,61.3,4.9,97.7,1,5,0,67.4,2,1,0,1,83.18
6.03,3,3,1,1,0,1,81.5,5.6,57.8,0,1,0,47.7,3,1,1,1,52.97
5.51,4,2,1,0,1,0,63.9,5.4,82.8,2,1,0,60.4,2,1,0,0,74.89
7.27,3,2,1,1,0,0,47.5,6.2,61.5,1,6,1,78.5,2,1,0,2,88.54
7.02,3,2,0,1,0,0,79.4,6.9,60.0,0,2,1,36.8,1,1,2,1,39.35
6.05,0,2,1,1,0,0,29.8,8.0,59.7,0,1,0,46.8,2,1,0,0,75.48
7.45,5,2,0,1,1,1,58.3,6.8,89.1,1,6,1,89.7,3,1,0,3,75.4
6.17,1,2,0,0,0,1,32.2,4.2,47.6,3,1,0,62.5,1,1,2,3,43.91
5.57,2,1,0,1,1,1,51.0,5.8,49.1,0,5,0,76.2,3,1,0,3,80.51
8.5,3,1,0,1,0,0,98.1,8.4,47.1,2,6,0,85.1,1,1,2,1,55.4
7.7,3,3,0,0,0,0,74.3,8.3,48.2,2,4,2,60.1,0,1,2,0,48.66
7.25,5,2,0,1,0,0,46.0,5.7,62.2,0,6,0,57.7,1,1,2,0,37.72
7.97,0,3,0,0,1,0,80.3,8.7,57.8,0,2,0,42.1,1,0,0,3,0.0
10.0,3,2,0,1,0,1,9.4,9.7,76.7,0,5,2,75.6,2,0,0,3,0.0
9.74,0,3,0,0,0,0,49.7,4.7,64.1,1,5,0,46.8,0,1,2,2,41.3
8.9,5,3,1,0,1,0,4.7,5.1,97.4,0,4,0,56.1,2,1,0,3,63.61
9.22,2,1,1,1,1,1,92.0,4.6,72.6,2,3,0,85.5,4,1,0,0,74.51
5.87,4,3,0,0,0,0,62.0,8.0,90.2,0,2,0,34.2,0,0,0,3,0.0
7.31,4,3,1,0,1,0,90.0,9.6,80.3,1,5,0,84.7,2,1,0,0,80.89
5.97,1,3,1,1,1,1,20.8,7.4,92.1,1,1,0,75.2,4,1,1,1,68.84
8.49,1,1,0,1,1,0,1.8,8.2,41.3,1,6,0,84.0,2,1,0,2,79.08
6.81,2,2,1,1,0,0,93.3,8.3,74.6,1,2,0,67.0,2,1,0,2,79.14
8.34,5,2,0,1,1,0,97.9,6.3,56.0,1,6,1,75.6,2,1,0,1,75.12
8.23,0,2,1,1,0,0,27.4,9.9,75.8,2,3,0,79.8,2,1,1,0,60.98
9.78,1,2,1,0,0,1,90.6,7.2,77.8,0,4,0,58.2,2,1,1,1,65.63
9.68,4,1,1,0,0,1,82.8,9.8,93.4,1,4,0,80.9,2,1,1,0,67.54
6.33,5,3,1,0,0,1,63.4,4.8,66.6,1,3,0,58.8,2,1,1,0,66.13
9.37,4,2,0,1,0,0,51.2,9.6,42.9,1,4,0,65.1,1,1,2,3,52.84
8.68,2,3,1,0,1,0,33.6,7.5,46.2,2,1,0,68.4,2,1,1,0,70.68
8.87,0,2,1,1,0,0,53.0,5.6,41.3,2,3,0,68.2,2,1,1,2,59.47
8.02,4,1,0,0,0,0,60.1,4.4,83.3,0,4,0,30.9,0,1,2,3,44.29
9.06,5,2,0,1,0,1,76.6,7.9,89.4,1,3,0,70.2,2,1,1,2,65.46
8.64,3,1,1,0,0,1,11.2,5.6,69.5,2,1,0,57.5,2,1,0,0,73.57
9.46,5,1,1,0,0,1,60.8,9.9,90.5,0,3,1,67.4,2,1,1,3,64.24
8.91,2,3,1,1,0,0,84.5,8.4,98.8,0,4,0,68.1,2,1,0,0,92.0
9.18,5,2,1,1,0,1,92.6,4.1,44.5,0,6,0,67.9,3,1,1,0,74.27
6.68,0,3,1,1,0,1,24.1,8.5,85.0,0,5,0,75.6,3,1,1,1,54.39
8.77,3,1,1,0,0,0,57.7,4.9,61.4,1,5,0,58.1,1,1,2,0,45.0
5.85,5,1,1,1,1,0,37.6,9.6,70.2,1,2,1,74.7,3,1,0,2,76.72
5.96,1,2,1,1,0,0,85.4,8.5,56.3,0,4,1,69.5,2,1,0,0,89.02
7.6,1,2,1,0,1,1,78.2,5.2,45.2,1,5,0,76.6,3,1,0,2,78.21
8.63,4,1,0,0,0,0,81.8,5.0,88.5,1,2,1,34.4,0,1,2,2,46.42
9.74,2,2,0,1,0,0,40.7,8.1,53.6,1,6,1,72.0,1,1,2,2,52.98
8.43,0,1,1,0,1,0,17.8,5.4,65.1,0,6,0,68.5,2,1,0,1,80.61
8.98,3,2,0,0,1,0,79.3,5.7,78.8,2,3,0,58.4,1,1,2,0,47.47
7.78,1,3,1,1,0,1,30.9,8.2,41.0,1,4,0,81.7,3,1,1,3,59.01
6.42,5,3,1,1,0,1,38.2,5.8,41.5,0,3,0,62.0,3,1,1,1,60.31
9.52,3,3,0,0,1,1,85.7,6.5,45.4,1,5,0,78.4,2,1,1,2,52.95
8.93,3,3,0,1,1,0,0.4,4.1,65.0,0,5,0,61.7,2,0,0,3,0.0
6.19,3,2,1,0,0,0,86.2,6.9,99.7,1,4,1,65.7,1,1,2,2,40.63
7.94,1,2,0,1,0,0,91.5,6.8,43.8,1,4,0,58.3,1,1,2,1,54.05
6.16,3,2,1,0,0,1,63.6,5.0,65.8,0,2,0,43.1,2,1,0,1,72.24
7.99,2,1,0,0,1,1,86.2,7.4,64.6,0,4,0,60.4,2,1,0,0,90.78
5.49,5,3,1,0,0,0,46.4,6.6,88.0,2,2,1,60.4,1,0,0,3,0.0
5.5,2,1,0,1,1,0,5.5,7.2,96.1,1,6,0,81.8,2,1,1,3,52.31
5.99,2,1,0,1,0,1,8.9,7.1,95.1,3,2,0,77.4,2,1,0,2,80.45
8.6,3,1,1,1,0,1,31.0,7.0,64.1,2,1,0,77.0,3,1,0,1,90.54
8.15,1,3,1,0,1,1,23.4,5.2,82.9,0,2,0,60.2,3,1,0,2,77.89
9.28,0,2,1,0,0,1,26.6,8.6,52.4,0,3,1,55.8,2,1,0,1,85.19
8.3,4,3,1,1,1,1,48.3,4.7,46.9,2,2,0,81.4,4,1,0,1,86.17
5.26,0,3,0,1,1,0,41.6,9.9,52.0,0,6,0,78.5,2,1,1,1,59.0
5.24,5,1,0,1,0,0,40.3,7.9,81.9,1,6,0,73.8,1,1,2,1,37.63
5.25,2,1,1,0,1,0,59.3,7.2,40.3,0,1,1,43.0,2,0,0,3,0.0
9.41,5,1,0,1,0,0,0.7,8.9,61.6,1,5,0,70.5,1,1,2,0,44.12
9.67,4,1,1,0,0,1,85.0,6.5,46.7,0,6,0,73.0,2,1,0,0,76.89
5.66,4,1,1,1,1,0,32.6,6.8,92.6,0,6,0,84.9,3,1,0,2,68.0
7.9,4,1,1,1,0,1,3.9,5.1,89.9,2,1,0,68.8,3,1,0,0,81.15
5.08,4,3,0,1,1,0,3.6,9.4,44.4,2,1,0,76.4,2,1,1,0,61.02
5.2,0,1,1,0,0,1,28.4,7.5,75.2,1,4,2,77.5,2,1,1,0,53.47
7.53,0,1,0,1,0,1,78.5,8.8,48.1,1,5,0,85.7,2,1,0,3,73.17
6.23,5,1,1,1,1,0,67.7,8.7,47.9,1,3,0,78.5,3,1,0,2,66.19
9.86,3,2,0,1,0,1,87.4,7.4,40.5,0,4,0,62.0,2,1,0,0,85.89
6.55,5,3,0,0,1,1,12.7,6.1,75.5,2,2,0,66.1,2,1,0,2,90.58
5.96,3,3,0,1,0,0,96.9,8.3,52.7,0,3,0,50.1,1,1,2,1,46.56
8.46,5,1,1,1,0,0,87.9,6.5,68.9,0,1,0,41.2,2,1,1,0,62.15
8.82,3,3,0,1,0,1,73.6,8.6,79.4,1,4,0,77.0,2,1,1,2,61.46
6.53,0,2,1,0,0,1,58.4,7.1,59.1,2,1,0,68.6,2,1,1,3,67.3
5.26,3,3,1,1,0,0,48.3,9.3,62.7,2,3,0,87.5,2,1,0,2,76.5
9.91,3,3,0,0,0,0,47.1,5.1,48.7,0,3,0,32.9,0,0,0,3,0.0
9.05,3,1,1,0,0,0,26.5,8.4,78.2,2,6,0,89.5,1,1,2,2,42.71
6.92,2,3,1,1,0,0,50.9,4.9,76.7,1,1,0,44.8,2,1,1,1,57.11
9.84,0,1,0,1,0,0,34.3,7.4,44.4,2,2,0,60.6,1,1,2,0,49.36
8.31,5,3,1,1,1,0,53.2,5.7,42.8,1,2,0,65.3,3,1,1,0,72.67
6.97,3,3,0,1,1,1,78.6,6.0,89.0,1,6,1,83.8,3,1,0,0,80.79
6.6,3,3,1,1,0,0,87.5,5.8,45.7,2,1,0,57.9,2,1,1,3,55.54
7.72,0,3,0,1,1,1,7.8,4.6,69.6,0,2,1,55.3,3,0,0,3,0.0
9.83,0,3,1,1,0,0,67.0,4.4,55.4,2,2,1,58.5,2,1,0,1,75.15
5.33,3,2,1,0,0,0,94.9,5.5,71.9,1,5,0,64.6,1,1,2,1,45.68
5.49,3,2,1,1,0,0,8.1,10.0,87.0,3,4,0,100.3,2,1,0,3,85.04
7.56,3,2,0,1,0,1,94.1,6.0,42.5,1,5,0,75.6,2,1,1,2,57.48
8.52,2,2,1,1,1,0,37.3,7.0,74.7,0,3,0,67.3,3,1,1,0,49.91
7.64,1,2,1,1,0,0,17.5,9.9,73.7,1,3,0,78.6,2,1,0,0,81.72
5.92,4,3,1,1,1,1,12.9,4.1,81.4,0,1,0,58.0,4,1,0,3,68.05
9.85,0,1,0,1,0,0,25.4,9.0,69.1,1,4,0,63.9,1,1,2,2,46.48
5.94,0,2,1,0,0,0,73.4,4.3,93.3,2,1,0,44.8,1,1,2,2,40.31
6.05,1,3,0,0,0,1,7.5,4.8,78.7,0,3,1,42.0,1,0,0,3,0.0
9.17,2,1,0,1,0,1,49.7,4.6,57.4,3,4,0,81.4,2,1,0,2,92.6
6.87,5,3,1,1,0,1,33.4,8.9,42.3,2,1,0,83.7,3,1,0,0,80.53
5.48,1,1,0,1,0,1,25.0,9.3,88.8,3,5,1,99.0,2,1,0,3,84.36
5.39,2,3,0,1,0,1,54.3,9.0,47.5,0,2,0,58.8,2,0,0,3,0.0
9.42,3,3,1,0,0,0,96.2,8.6,69.3,0,2,0,48.7,1,1,2,2,44.93
7.8,2,3,1,0,0,0,54.8,7.8,55.6,0,3,1,44.9,1,0,0,3,0.0
7.46,2,2,0,0,1,1,29.2,9.2,86.3,1,1,0,58.1,2,1,0,2,86.91
9.73,5,3,1,1,0,1,45.0,5.1,70.5,1,2,1,60.6,3,1,0,1,74.29
6.71,4,3,1,0,1,0,95.1,7.7,82.4,0,6,0,77.4,2,1,1,3,66.63
8.6,4,1,1,1,0,0,22.2,8.9,76.5,1,1,1,63.9,2,1,0,0,89.2
5.06,5,2,1,0,0,0,58.0,9.4,59.2,1,6,1,79.2,1,1,2,2,51.5
7.36,2,3,0,1,0,1,96.2,5.1,80.6,0,3,0,50.4,2,1,1,1,60.93
8.75,3,3,1,1,0,1,66.7,4.3,59.6,1,3,0,67.4,3,1,0,2,72.91
8.45,5,3,1,0,0,0,7.2,4.9,44.4,2,3,1,56.6,1,0,0,3,0.0
8.61,1,2,0,1,1,1,29.9,5.9,80.3,0,5,0,76.4,3,1,1,2,63.42
7.64,4,2,1,1,1,1,7.4,4.3,96.3,1,3,0,80.3,4,1,0,0,70.4
8.59,2,2,1,1,0,1,58.2,4.8,67.7,2,4,0,86.5,3,1,0,2,85.38
8.98,4,1,0,0,0,0,9.2,6.0,66.2,0,2,0,32.5,0,0,0,3,0.0
9.61,5,3,1,1,0,1,0.5,8.5,94.2,0,3,1,70.1,3,1,0,3,88.9
6.71,0,1,1,1,0,1,58.0,5.0,80.5,0,3,0,61.0,3,1,1,2,55.95
5.79,0,3,1,0,0,0,74.8,5.6,92.9,2,4,0,62.6,1,1,2,1,52.69
9.91,3,2,1,1,1,1,33.9,6.8,91.5,0,5,0,80.7,4,1,1,3,72.65
7.28,2,1,0,1,0,1,48.9,6.1,95.5,0,1,0,40.9,2,1,1,0,65.16
5.73,2,3,1,1,0,0,80.1,6.7,80.2,0,5,0,67.3,2,1,0,0,63.5
5.28,5,3,0,0,0,0,25.3,9.6,94.4,1,2,0,47.9,0,0,0,3,0.0
7.26,0,1,1,1,0,0,9.5,5.2,64.8,0,6,0,67.2,2,1,1,1,62.0
7.06,4,3,0,1,0,1,84.2,5.4,92.0,0,5,0,59.2,2,1,1,2,55.21
7.11,1,1,1,0,0,0,5.5,5.2,40.6,1,6,0,62.4,1,1,2,0,45.62
8.0,3,3,1,1,0,1,87.1,4.1,66.1,0,1,0,42.8,3,1,0,3,87.21
9.11,3,3,0,0,0,0,15.0,7.0,88.1,1,6,0,65.0,0,1,2,3,40.57
7.04,3,2,0,1,1,0,4.5,5.9,57.5,2,4,0,81.5,2,1,0,1,62.23
6.22,5,1,1,0,0,0,64.8,8.3,50.7,0,3,0,51.2,1,1,2,0,43.02
5.47,3,1,1,0,1,0,44.5,4.7,61.1,3,2,0,71.2,2,1,1,0,73.64
8.95,1,3,1,0,0,0,69.3,8.7,89.6,3,4,3,83.5,1,1,2,3,48.84
9.91,5,3,1,0,0,1,60.4,9.6,54.0,0,5,0,77.9,2,1,0,0,93.78
8.66,0,1,1,0,0,1,22.0,6.6,86.9,2,3,0,76.4,2,1,1,3,71.02
7.8,5,1,1,1,0,0,70.5,8.4,58.2,0,1,2,50.9,2,1,1,2,55.98
5.2,4,2,1,0,0,0,67.7,8.6,68.4,1,2,1,52.9,1,0,0,3,0.0
6.68,4,1,1,1,1,0,1.1,8.7,89.3,0,4,0,73.6,3,1,1,0,48.29
9.28,2,2,0,1,1,0,4.1,8.2,67.1,0,3,0,61.7,2,1,0,2,81.93
8.26,0,2,1,0,0,1,32.8,9.2,47.4,1,3,2,69.1,2,0,0,3,0.0
6.19,1,2,1,0,0,0,71.5,4.4,59.9,0,2,0,34.1,1,0,0,3,0.0
7.43,4,1,0,0,0,0,68.3,8.0,97.0,2,2,0,51.4,0,1,2,3,41.93
5.67,5,3,0,1,0,1,11.3,5.5,88.4,2,1,0,64.5,2,1,0,1,75.25
8.85,5,3,1,0,1,1,40.8,5.7,83.9,0,6,0,75.0,3,1,0,0,81.65
5.0,0,2,0,1,1,0,77.8,7.7,98.3,1,6,0,82.1,2,1,0,2,71.82
8.52,3,1,1,0,1,0,30.4,9.5,59.3,0,3,0,60.5,2,1,0,3,82.26
9.35,0,2,0,1,0,0,49.1,8.3,96.3,0,6,0,66.8,1,1,2,3,42.62
9.01,5,2,1,0,0,0,23.6,8.4,42.4,0,1,0,37.4,1,0,0,3,0.0
9.95,1,3,1,0,0,0,2.0,4.8,81.7,0,2,0,32.6,1,0,0,3,0.0
6.45,3,2,1,0,0,0,93.7,6.3,79.8,0,1,0,32.0,1,0,0,3,0.0
5.87,0,2,1,0,0,0,50.7,7.4,58.8,0,2,2,45.2,1,0,0,3,0.0
6.25,0,2,0,0,0,1,76.1,6.5,40.3,0,1,0,30.6,1,0,0,3,0.0
6.27,4,3,1,0,0,0,32.8,8.0,83.8,1,5,0,70.7,1,0,0,3,0.0
6.95,3,3,1,1,1,0,24.7,10.0,46.2,0,1,0,62.1,3,1,0,0,85.7
6.6,0,2,1,1,0,1,6.3,8.9,69.7,0,5,0,84.1,3,1,0,2,71.41
